season,week_ending,age_category,data_type,estimate
2018-19,2018-12-22,Pediatrics,Cumulative Rate,6.0
2018-19,2018-12-22,0-<1 yr,Cumulative Rate,18.0
2018-19,2018-12-22,75+ yr,Cumulative Rate,17.0
2018-19,2018-12-22,18-29 yr,Weekly Rate,0.7
2018-19,2018-12-22,5-17 yr,Weekly Rate,1.4
2018-19,2018-12-22,40-49 yr,Weekly Rate,1.4
2018-19,2018-12-22,12-17 yr,Cumulative Rate,2.0
2018-19,2018-12-22,Adults,Cumulative Rate,6.0
2018-19,2018-12-22,75-84 yr,Weekly Rate,5.8
2018-19,2018-12-22,50-64 yr,Weekly Rate,2.1
2018-19,2018-12-29,30-39 yr,Weekly Rate,1.6
2018-19,2018-12-29,1-4 yr,Weekly Rate,4.7
2018-19,2018-12-29,85+ yr,Weekly Rate,13.7
2018-19,2018-12-29,65-74 yr,Weekly Rate,5.7
2018-19,2018-12-29,0-4 yr,Cumulative Rate,18.0
2018-19,2018-12-29,18-29 yr,Cumulative Rate,3.0
2018-19,2018-12-29,18-49 yr,Weekly Rate,1.4
2018-19,2018-12-29,5-11 yr,Weekly Rate,1.4
2018-19,2018-12-29,75-84 yr,Cumulative Rate,24.0
2018-19,2018-12-29,0-<1 yr,Cumulative Rate,26.0
2018-19,2018-12-29,40-49 yr,Cumulative Rate,5.0
2018-19,2018-12-29,Pediatrics,Weekly Rate,2.2
2018-19,2018-12-29,Adults,Weekly Rate,3.1
2018-19,2018-12-29,Adults,Cumulative Rate,9.0
2018-19,2018-12-29,40-49 yr,Weekly Rate,1.7
2018-19,2018-12-29,75+ yr,Weekly Rate,10.7
2018-19,2018-12-29,12-17 yr,Weekly Rate,0.4
2018-19,2018-12-29,85+ yr,Cumulative Rate,37.0
2018-19,2018-12-29,18-49 yr,Cumulative Rate,4.0
2018-19,2018-12-29,Pediatrics,Cumulative Rate,8.0
2018-19,2018-12-29,75+ yr,Cumulative Rate,28.0
2018-19,2018-12-29,0-4 yr,Weekly Rate,5.4
2018-19,2018-12-29,12-17 yr,Cumulative Rate,3.0
2018-19,2018-12-29,0-<1 yr,Weekly Rate,8.4
2018-19,2018-12-29,50-64 yr,Cumulative Rate,11.0
2018-19,2018-12-29,75-84 yr,Weekly Rate,9.4
2018-19,2018-12-29,65-74 yr,Cumulative Rate,16.0
2018-19,2018-12-29,65+ yr,Cumulative Rate,21.0
2018-19,2018-12-29,50-64 yr,Weekly Rate,3.9
2018-19,2018-12-29,18-29 yr,Weekly Rate,0.9
2018-19,2018-12-29,5-17 yr,Weekly Rate,0.9
2018-19,2018-12-29,Overall,Weekly Rate,2.9
2018-19,2018-12-29,1-4 yr,Cumulative Rate,16.0
2018-19,2018-12-29,Overall,Cumulative Rate,9.0
2018-19,2018-12-29,65+ yr,Weekly Rate,7.7
2018-19,2018-12-29,5-17 yr,Cumulative Rate,4.0
2018-19,2018-12-29,30-39 yr,Cumulative Rate,4.0
2018-19,2018-12-29,5-11 yr,Cumulative Rate,6.0
2018-19,2019-01-05,65+ yr,Cumulative Rate,30.0
2018-19,2019-01-05,Pediatrics,Weekly Rate,1.3
2018-19,2019-01-05,5-11 yr,Weekly Rate,0.5
2018-19,2019-01-05,50-64 yr,Weekly Rate,4.3
2018-19,2019-01-05,12-17 yr,Weekly Rate,0.0
2018-19,2019-01-05,18-49 yr,Weekly Rate,1.5
2018-19,2019-01-05,75+ yr,Cumulative Rate,40.0
2018-19,2019-01-05,85+ yr,Cumulative Rate,53.0
2018-19,2019-01-05,5-17 yr,Cumulative Rate,5.0
2018-19,2019-01-05,Overall,Cumulative Rate,12.0
2018-19,2019-01-05,1-4 yr,Weekly Rate,2.3
2018-19,2019-01-05,75-84 yr,Cumulative Rate,35.0
2018-19,2019-01-05,Adults,Weekly Rate,3.5
2018-19,2019-01-05,Pediatrics,Cumulative Rate,9.0
2018-19,2019-01-05,12-17 yr,Cumulative Rate,3.0
2018-19,2019-01-05,40-49 yr,Weekly Rate,2.4
2018-19,2019-01-05,65-74 yr,Cumulative Rate,23.0
2018-19,2019-01-05,0-4 yr,Cumulative Rate,22.0
2018-19,2019-01-05,65+ yr,Weekly Rate,8.9
2018-19,2019-01-05,65-74 yr,Weekly Rate,6.5
2018-19,2019-01-05,85+ yr,Weekly Rate,16.7
2018-19,2019-01-05,30-39 yr,Cumulative Rate,6.0
2018-19,2019-01-05,30-39 yr,Weekly Rate,1.2
2018-19,2019-01-05,40-49 yr,Cumulative Rate,8.0
2018-19,2019-01-05,18-29 yr,Weekly Rate,1.1
2018-19,2019-01-05,75+ yr,Weekly Rate,12.6
2018-19,2019-01-05,18-29 yr,Cumulative Rate,4.0
2018-19,2019-01-05,75-84 yr,Weekly Rate,10.9
2018-19,2019-01-05,18-49 yr,Cumulative Rate,6.0
2018-19,2019-01-05,0-<1 yr,Weekly Rate,10.5
2018-19,2019-01-05,50-64 yr,Cumulative Rate,15.0
2018-19,2019-01-05,5-17 yr,Weekly Rate,0.3
2018-19,2019-01-05,0-<1 yr,Cumulative Rate,36.0
2018-19,2019-01-05,Adults,Cumulative Rate,12.0
2018-19,2019-01-05,Overall,Weekly Rate,3.0
2018-19,2019-01-05,0-4 yr,Weekly Rate,3.9
2018-19,2019-01-05,1-4 yr,Cumulative Rate,18.0
2018-19,2019-01-05,5-11 yr,Cumulative Rate,6.0
2018-19,2019-01-12,65-74 yr,Cumulative Rate,28.0
2018-19,2019-01-12,1-4 yr,Weekly Rate,2.2
2018-19,2019-01-12,5-17 yr,Weekly Rate,0.6
2018-19,2019-01-12,85+ yr,Cumulative Rate,66.0
2018-19,2019-01-12,75-84 yr,Cumulative Rate,43.0
2018-19,2019-01-12,75+ yr,Weekly Rate,9.3
2018-19,2019-01-12,65-74 yr,Weekly Rate,5.2
2018-19,2019-01-12,75-84 yr,Weekly Rate,8.0
2018-19,2019-01-12,5-17 yr,Cumulative Rate,5.0
2018-19,2019-01-12,18-49 yr,Cumulative Rate,7.0
2018-19,2019-01-12,65+ yr,Cumulative Rate,37.0
2018-19,2019-01-12,Pediatrics,Weekly Rate,1.3
2018-19,2019-01-12,5-11 yr,Weekly Rate,0.9
2018-19,2019-01-12,18-29 yr,Weekly Rate,1.0
2018-19,2019-01-12,18-49 yr,Weekly Rate,1.2
2018-19,2019-01-12,0-4 yr,Weekly Rate,3.2
2018-19,2019-01-12,12-17 yr,Cumulative Rate,3.0
2018-19,2019-01-12,5-11 yr,Cumulative Rate,7.0
2018-19,2019-01-12,Adults,Cumulative Rate,15.0
2018-19,2019-01-12,Overall,Weekly Rate,2.5
2018-19,2019-01-12,50-64 yr,Cumulative Rate,19.0
2018-19,2019-01-12,0-<1 yr,Weekly Rate,7.3
2018-19,2019-01-12,1-4 yr,Cumulative Rate,20.0
2018-19,2019-01-12,40-49 yr,Cumulative Rate,9.0
2018-19,2019-01-12,30-39 yr,Weekly Rate,1.3
2018-19,2019-01-12,85+ yr,Weekly Rate,12.3
2018-19,2019-01-12,50-64 yr,Weekly Rate,4.0
2018-19,2019-01-12,65+ yr,Weekly Rate,6.9
2018-19,2019-01-12,40-49 yr,Weekly Rate,1.3
2018-19,2019-01-12,Pediatrics,Cumulative Rate,11.0
2018-19,2019-01-12,Adults,Weekly Rate,2.9
2018-19,2019-01-12,0-4 yr,Cumulative Rate,25.0
2018-19,2019-01-12,30-39 yr,Cumulative Rate,7.0
2018-19,2019-01-12,Overall,Cumulative Rate,14.0
2018-19,2019-01-12,75+ yr,Cumulative Rate,50.0
2018-19,2019-01-12,18-29 yr,Cumulative Rate,5.0
2018-19,2019-01-12,12-17 yr,Weekly Rate,0.1
2018-19,2019-01-12,0-<1 yr,Cumulative Rate,44.0
2018-19,2019-01-19,5-11 yr,Weekly Rate,1.3
2018-19,2019-01-19,Pediatrics,Cumulative Rate,12.0
2018-19,2019-01-19,Overall,Weekly Rate,2.1
2018-19,2019-01-19,85+ yr,Weekly Rate,7.5
2018-19,2019-01-19,18-29 yr,Cumulative Rate,6.0
2018-19,2019-01-19,65-74 yr,Weekly Rate,4.9
2018-19,2019-01-19,18-49 yr,Weekly Rate,0.9
2018-19,2019-01-19,75+ yr,Weekly Rate,6.5
2018-19,2019-01-19,0-<1 yr,Weekly Rate,4.4
2018-19,2019-01-19,1-4 yr,Cumulative Rate,22.0
2018-19,2019-01-19,50-64 yr,Weekly Rate,3.5
2018-19,2019-01-19,Pediatrics,Weekly Rate,1.3
2018-19,2019-01-19,1-4 yr,Weekly Rate,2.1
2018-19,2019-01-19,40-49 yr,Weekly Rate,1.5
2018-19,2019-01-19,75-84 yr,Cumulative Rate,49.0
2018-19,2019-01-19,65+ yr,Weekly Rate,5.5
2018-19,2019-01-19,18-49 yr,Cumulative Rate,8.0
2018-19,2019-01-19,12-17 yr,Cumulative Rate,3.0
2018-19,2019-01-19,0-4 yr,Weekly Rate,2.5
2018-19,2019-01-19,5-17 yr,Cumulative Rate,6.0
2018-19,2019-01-19,85+ yr,Cumulative Rate,73.0
2018-19,2019-01-19,Overall,Cumulative Rate,16.0
2018-19,2019-01-19,0-4 yr,Cumulative Rate,27.0
2018-19,2019-01-19,5-11 yr,Cumulative Rate,8.0
2018-19,2019-01-19,Adults,Cumulative Rate,18.0
2018-19,2019-01-19,12-17 yr,Weekly Rate,0.3
2018-19,2019-01-19,75-84 yr,Weekly Rate,6.1
2018-19,2019-01-19,50-64 yr,Cumulative Rate,22.0
2018-19,2019-01-19,Adults,Weekly Rate,2.4
2018-19,2019-01-19,0-<1 yr,Cumulative Rate,48.0
2018-19,2019-01-19,40-49 yr,Cumulative Rate,10.0
2018-19,2019-01-19,65+ yr,Cumulative Rate,42.0
2018-19,2019-01-19,75+ yr,Cumulative Rate,56.0
2018-19,2019-01-19,30-39 yr,Cumulative Rate,8.0
2018-19,2019-01-19,18-29 yr,Weekly Rate,0.6
2018-19,2019-01-19,30-39 yr,Weekly Rate,0.8
2018-19,2019-01-19,65-74 yr,Cumulative Rate,33.0
2018-19,2019-01-19,5-17 yr,Weekly Rate,0.8
2018-19,2019-01-26,0-<1 yr,Cumulative Rate,54.0
2018-19,2019-01-26,65+ yr,Cumulative Rate,48.0
2018-19,2019-01-26,30-39 yr,Cumulative Rate,9.0
2018-19,2019-01-26,50-64 yr,Cumulative Rate,25.0
2018-19,2019-01-26,5-17 yr,Weekly Rate,1.0
2018-19,2019-01-26,18-49 yr,Cumulative Rate,9.0
2018-19,2019-01-26,0-<1 yr,Weekly Rate,6.4
2018-19,2019-01-26,5-11 yr,Cumulative Rate,10.0
2018-19,2019-01-26,75-84 yr,Weekly Rate,7.9
2018-19,2019-01-26,40-49 yr,Cumulative Rate,12.0
2018-19,2019-01-26,30-39 yr,Weekly Rate,1.3
2018-19,2019-01-26,18-29 yr,Cumulative Rate,7.0
2018-19,2019-01-26,65-74 yr,Weekly Rate,4.4
2018-19,2019-01-26,85+ yr,Weekly Rate,9.9
2018-19,2019-01-26,18-29 yr,Weekly Rate,0.8
2018-19,2019-01-26,75+ yr,Weekly Rate,8.5
2018-19,2019-01-26,50-64 yr,Weekly Rate,3.0
2018-19,2019-01-26,1-4 yr,Weekly Rate,2.3
2018-19,2019-01-26,65+ yr,Weekly Rate,6.1
2018-19,2019-01-26,40-49 yr,Weekly Rate,1.7
2018-19,2019-01-26,Pediatrics,Cumulative Rate,13.0
2018-19,2019-01-26,0-4 yr,Cumulative Rate,31.0
2018-19,2019-01-26,12-17 yr,Weekly Rate,0.5
2018-19,2019-01-26,Adults,Weekly Rate,2.5
2018-19,2019-01-26,1-4 yr,Cumulative Rate,25.0
2018-19,2019-01-26,Overall,Cumulative Rate,19.0
2018-19,2019-01-26,85+ yr,Cumulative Rate,83.0
2018-19,2019-01-26,12-17 yr,Cumulative Rate,4.0
2018-19,2019-01-26,5-17 yr,Cumulative Rate,7.0
2018-19,2019-01-26,18-49 yr,Weekly Rate,1.2
2018-19,2019-01-26,5-11 yr,Weekly Rate,1.4
2018-19,2019-01-26,75-84 yr,Cumulative Rate,57.0
2018-19,2019-01-26,Pediatrics,Weekly Rate,1.5
2018-19,2019-01-26,65-74 yr,Cumulative Rate,37.0
2018-19,2019-01-26,Adults,Cumulative Rate,20.0
2018-19,2019-01-26,75+ yr,Cumulative Rate,65.0
2018-19,2019-01-26,0-4 yr,Weekly Rate,3.1
2018-19,2019-01-26,Overall,Weekly Rate,2.3
2018-19,2019-02-02,75-84 yr,Weekly Rate,11.2
2018-19,2019-02-02,0-4 yr,Weekly Rate,4.1
2018-19,2019-02-02,Adults,Weekly Rate,3.2
2018-19,2019-02-02,5-11 yr,Cumulative Rate,12.0
2018-19,2019-02-02,85+ yr,Cumulative Rate,96.0
2018-19,2019-02-02,65-74 yr,Cumulative Rate,43.0
2018-19,2019-02-02,Overall,Cumulative Rate,22.0
2018-19,2019-02-02,50-64 yr,Cumulative Rate,30.0
2018-19,2019-02-02,30-39 yr,Weekly Rate,1.1
2018-19,2019-02-02,5-17 yr,Cumulative Rate,8.0
2018-19,2019-02-02,5-17 yr,Weekly Rate,1.2
2018-19,2019-02-02,75+ yr,Cumulative Rate,77.0
2018-19,2019-02-02,18-29 yr,Cumulative Rate,7.0
2018-19,2019-02-02,0-<1 yr,Weekly Rate,6.1
2018-19,2019-02-02,Overall,Weekly Rate,3.0
2018-19,2019-02-02,18-49 yr,Weekly Rate,1.1
2018-19,2019-02-02,Pediatrics,Weekly Rate,2.0
2018-19,2019-02-02,12-17 yr,Cumulative Rate,4.0
2018-19,2019-02-02,75-84 yr,Cumulative Rate,68.0
2018-19,2019-02-02,50-64 yr,Weekly Rate,4.4
2018-19,2019-02-02,40-49 yr,Weekly Rate,1.5
2018-19,2019-02-02,18-49 yr,Cumulative Rate,10.0
2018-19,2019-02-02,65+ yr,Weekly Rate,8.5
2018-19,2019-02-02,30-39 yr,Cumulative Rate,10.0
2018-19,2019-02-02,75+ yr,Weekly Rate,11.8
2018-19,2019-02-02,18-29 yr,Weekly Rate,0.8
2018-19,2019-02-02,0-<1 yr,Cumulative Rate,61.0
2018-19,2019-02-02,0-4 yr,Cumulative Rate,35.0
2018-19,2019-02-02,Pediatrics,Cumulative Rate,15.0
2018-19,2019-02-02,Adults,Cumulative Rate,23.0
2018-19,2019-02-02,85+ yr,Weekly Rate,13.3
2018-19,2019-02-02,65-74 yr,Weekly Rate,6.2
2018-19,2019-02-02,65+ yr,Cumulative Rate,57.0
2018-19,2019-02-02,40-49 yr,Cumulative Rate,14.0
2018-19,2019-02-02,12-17 yr,Weekly Rate,0.6
2018-19,2019-02-02,5-11 yr,Weekly Rate,1.7
2018-19,2019-02-02,1-4 yr,Cumulative Rate,28.0
2018-19,2019-02-02,1-4 yr,Weekly Rate,3.6
2018-19,2019-02-09,65-74 yr,Weekly Rate,8.5
2018-19,2019-02-09,30-39 yr,Cumulative Rate,11.0
2018-19,2019-02-09,12-17 yr,Cumulative Rate,5.0
2018-19,2019-02-09,18-29 yr,Weekly Rate,0.8
2018-19,2019-02-09,85+ yr,Cumulative Rate,113.0
2018-19,2019-02-09,75+ yr,Weekly Rate,14.8
2018-19,2019-02-09,18-49 yr,Cumulative Rate,12.0
2018-19,2019-02-09,65+ yr,Cumulative Rate,68.0
2018-19,2019-02-09,5-11 yr,Weekly Rate,1.7
2018-19,2019-02-09,18-49 yr,Weekly Rate,1.4
2018-19,2019-02-09,5-17 yr,Cumulative Rate,9.0
2018-19,2019-02-09,Overall,Weekly Rate,3.5
2018-19,2019-02-09,50-64 yr,Cumulative Rate,35.0
2018-19,2019-02-09,0-<1 yr,Weekly Rate,4.9
2018-19,2019-02-09,40-49 yr,Cumulative Rate,16.0
2018-19,2019-02-09,85+ yr,Weekly Rate,16.7
2018-19,2019-02-09,5-11 yr,Cumulative Rate,13.0
2018-19,2019-02-09,65+ yr,Weekly Rate,11.0
2018-19,2019-02-09,Pediatrics,Cumulative Rate,17.0
2018-19,2019-02-09,Adults,Weekly Rate,4.0
2018-19,2019-02-09,65-74 yr,Cumulative Rate,52.0
2018-19,2019-02-09,18-29 yr,Cumulative Rate,8.0
2018-19,2019-02-09,75+ yr,Cumulative Rate,91.0
2018-19,2019-02-09,0-<1 yr,Cumulative Rate,66.0
2018-19,2019-02-09,1-4 yr,Weekly Rate,2.6
2018-19,2019-02-09,75-84 yr,Cumulative Rate,82.0
2018-19,2019-02-09,1-4 yr,Cumulative Rate,31.0
2018-19,2019-02-09,12-17 yr,Weekly Rate,0.7
2018-19,2019-02-09,5-17 yr,Weekly Rate,1.2
2018-19,2019-02-09,Overall,Cumulative Rate,25.0
2018-19,2019-02-09,40-49 yr,Weekly Rate,2.2
2018-19,2019-02-09,50-64 yr,Weekly Rate,4.8
2018-19,2019-02-09,30-39 yr,Weekly Rate,1.4
2018-19,2019-02-09,Adults,Cumulative Rate,27.0
2018-19,2019-02-09,Pediatrics,Weekly Rate,1.7
2018-19,2019-02-09,75-84 yr,Weekly Rate,14.0
2018-19,2019-02-09,0-4 yr,Cumulative Rate,38.0
2018-19,2019-02-09,0-4 yr,Weekly Rate,3.1
2018-19,2019-02-16,5-11 yr,Cumulative Rate,15.0
2018-19,2019-02-16,85+ yr,Cumulative Rate,138.0
2018-19,2019-02-16,5-11 yr,Weekly Rate,1.9
2018-19,2019-02-16,5-17 yr,Weekly Rate,1.4
2018-19,2019-02-16,12-17 yr,Cumulative Rate,6.0
2018-19,2019-02-16,85+ yr,Weekly Rate,25.2
2018-19,2019-02-16,18-49 yr,Weekly Rate,1.4
2018-19,2019-02-16,18-29 yr,Cumulative Rate,9.0
2018-19,2019-02-16,40-49 yr,Cumulative Rate,18.0
2018-19,2019-02-16,Adults,Cumulative Rate,32.0
2018-19,2019-02-16,1-4 yr,Weekly Rate,3.1
2018-19,2019-02-16,30-39 yr,Weekly Rate,1.3
2018-19,2019-02-16,12-17 yr,Weekly Rate,1.0
2018-19,2019-02-16,0-4 yr,Cumulative Rate,42.0
2018-19,2019-02-16,0-<1 yr,Weekly Rate,7.9
2018-19,2019-02-16,50-64 yr,Cumulative Rate,40.0
2018-19,2019-02-16,Overall,Weekly Rate,3.8
2018-19,2019-02-16,Adults,Weekly Rate,4.3
2018-19,2019-02-16,30-39 yr,Cumulative Rate,13.0
2018-19,2019-02-16,75+ yr,Weekly Rate,18.1
2018-19,2019-02-16,Pediatrics,Cumulative Rate,19.0
2018-19,2019-02-16,65-74 yr,Cumulative Rate,61.0
2018-19,2019-02-16,75-84 yr,Weekly Rate,14.9
2018-19,2019-02-16,5-17 yr,Cumulative Rate,11.0
2018-19,2019-02-16,0-4 yr,Weekly Rate,4.0
2018-19,2019-02-16,75-84 yr,Cumulative Rate,97.0
2018-19,2019-02-16,65-74 yr,Weekly Rate,8.8
2018-19,2019-02-16,40-49 yr,Weekly Rate,2.0
2018-19,2019-02-16,1-4 yr,Cumulative Rate,34.0
2018-19,2019-02-16,18-49 yr,Cumulative Rate,13.0
2018-19,2019-02-16,Overall,Cumulative Rate,29.0
2018-19,2019-02-16,65+ yr,Cumulative Rate,80.0
2018-19,2019-02-16,75+ yr,Cumulative Rate,109.0
2018-19,2019-02-16,50-64 yr,Weekly Rate,5.2
2018-19,2019-02-16,18-29 yr,Weekly Rate,1.0
2018-19,2019-02-16,65+ yr,Weekly Rate,12.5
2018-19,2019-02-16,Pediatrics,Weekly Rate,2.1
2018-19,2019-02-16,0-<1 yr,Cumulative Rate,73.0
2018-19,2019-02-23,18-49 yr,Cumulative Rate,15.0
2018-19,2019-02-23,5-17 yr,Weekly Rate,1.5
2018-19,2019-02-23,0-<1 yr,Cumulative Rate,81.0
2018-19,2019-02-23,Adults,Weekly Rate,5.2
2018-19,2019-02-23,75+ yr,Cumulative Rate,132.0
2018-19,2019-02-23,1-4 yr,Cumulative Rate,38.0
2018-19,2019-02-23,18-29 yr,Cumulative Rate,10.0
2018-19,2019-02-23,Pediatrics,Cumulative Rate,22.0
2018-19,2019-02-23,65+ yr,Weekly Rate,15.7
2018-19,2019-02-23,40-49 yr,Weekly Rate,2.9
2018-19,2019-02-23,50-64 yr,Weekly Rate,5.4
2018-19,2019-02-23,5-11 yr,Cumulative Rate,17.0
2018-19,2019-02-23,Overall,Cumulative Rate,34.0
2018-19,2019-02-23,65-74 yr,Cumulative Rate,72.0
2018-19,2019-02-23,40-49 yr,Cumulative Rate,21.0
2018-19,2019-02-23,30-39 yr,Cumulative Rate,15.0
2018-19,2019-02-23,30-39 yr,Weekly Rate,1.9
2018-19,2019-02-23,0-<1 yr,Weekly Rate,7.9
2018-19,2019-02-23,Overall,Weekly Rate,4.6
2018-19,2019-02-23,50-64 yr,Cumulative Rate,45.0
2018-19,2019-02-23,Adults,Cumulative Rate,37.0
2018-19,2019-02-23,18-49 yr,Weekly Rate,1.8
2018-19,2019-02-23,5-17 yr,Cumulative Rate,12.0
2018-19,2019-02-23,5-11 yr,Weekly Rate,1.9
2018-19,2019-02-23,85+ yr,Cumulative Rate,168.0
2018-19,2019-02-23,65+ yr,Cumulative Rate,96.0
2018-19,2019-02-23,65-74 yr,Weekly Rate,11.0
2018-19,2019-02-23,Pediatrics,Weekly Rate,2.4
2018-19,2019-02-23,75-84 yr,Weekly Rate,19.6
2018-19,2019-02-23,12-17 yr,Cumulative Rate,7.0
2018-19,2019-02-23,18-29 yr,Weekly Rate,0.9
2018-19,2019-02-23,85+ yr,Weekly Rate,29.4
2018-19,2019-02-23,0-4 yr,Cumulative Rate,46.0
2018-19,2019-02-23,0-4 yr,Weekly Rate,4.6
2018-19,2019-02-23,75+ yr,Weekly Rate,22.6
2018-19,2019-02-23,12-17 yr,Weekly Rate,1.1
2018-19,2019-02-23,1-4 yr,Weekly Rate,3.8
2018-19,2019-02-23,75-84 yr,Cumulative Rate,117.0
2018-19,2019-03-02,50-64 yr,Weekly Rate,5.5
2018-19,2019-03-02,40-49 yr,Weekly Rate,1.8
2018-19,2019-03-02,5-11 yr,Weekly Rate,1.8
2018-19,2019-03-02,65-74 yr,Weekly Rate,11.2
2018-19,2019-03-02,75+ yr,Weekly Rate,25.4
2018-19,2019-03-02,18-29 yr,Cumulative Rate,12.0
2018-19,2019-03-02,30-39 yr,Cumulative Rate,16.0
2018-19,2019-03-02,5-17 yr,Cumulative Rate,14.0
2018-19,2019-03-02,65+ yr,Weekly Rate,16.9
2018-19,2019-03-02,Pediatrics,Cumulative Rate,24.0
2018-19,2019-03-02,75+ yr,Cumulative Rate,158.0
2018-19,2019-03-02,75-84 yr,Weekly Rate,22.7
2018-19,2019-03-02,Pediatrics,Weekly Rate,2.0
2018-19,2019-03-02,1-4 yr,Cumulative Rate,40.0
2018-19,2019-03-02,65-74 yr,Cumulative Rate,83.0
2018-19,2019-03-02,12-17 yr,Cumulative Rate,8.0
2018-19,2019-03-02,75-84 yr,Cumulative Rate,139.0
2018-19,2019-03-02,18-29 yr,Weekly Rate,1.4
2018-19,2019-03-02,12-17 yr,Weekly Rate,0.8
2018-19,2019-03-02,Adults,Weekly Rate,5.3
2018-19,2019-03-02,Overall,Weekly Rate,4.6
2018-19,2019-03-02,0-<1 yr,Weekly Rate,9.9
2018-19,2019-03-02,85+ yr,Weekly Rate,31.5
2018-19,2019-03-02,Adults,Cumulative Rate,42.0
2018-19,2019-03-02,50-64 yr,Cumulative Rate,51.0
2018-19,2019-03-02,18-49 yr,Weekly Rate,1.5
2018-19,2019-03-02,0-4 yr,Cumulative Rate,50.0
2018-19,2019-03-02,30-39 yr,Weekly Rate,1.4
2018-19,2019-03-02,1-4 yr,Weekly Rate,2.5
2018-19,2019-03-02,40-49 yr,Cumulative Rate,22.0
2018-19,2019-03-02,Overall,Cumulative Rate,38.0
2018-19,2019-03-02,85+ yr,Cumulative Rate,199.0
2018-19,2019-03-02,18-49 yr,Cumulative Rate,16.0
2018-19,2019-03-02,5-17 yr,Weekly Rate,1.3
2018-19,2019-03-02,65+ yr,Cumulative Rate,113.0
2018-19,2019-03-02,0-<1 yr,Cumulative Rate,91.0
2018-19,2019-03-02,0-4 yr,Weekly Rate,3.9
2018-19,2019-03-02,5-11 yr,Cumulative Rate,19.0
2018-19,2019-03-09,Adults,Weekly Rate,6.1
2018-19,2019-03-09,12-17 yr,Cumulative Rate,9.0
2018-19,2019-03-09,Overall,Cumulative Rate,43.0
2018-19,2019-03-09,12-17 yr,Weekly Rate,0.9
2018-19,2019-03-09,1-4 yr,Weekly Rate,3.7
2018-19,2019-03-09,18-29 yr,Cumulative Rate,13.0
2018-19,2019-03-09,0-<1 yr,Weekly Rate,8.7
2018-19,2019-03-09,50-64 yr,Cumulative Rate,57.0
2018-19,2019-03-09,18-49 yr,Cumulative Rate,18.0
2018-19,2019-03-09,75+ yr,Weekly Rate,27.6
2018-19,2019-03-09,0-4 yr,Cumulative Rate,55.0
2018-19,2019-03-09,30-39 yr,Cumulative Rate,18.0
2018-19,2019-03-09,85+ yr,Weekly Rate,36.1
2018-19,2019-03-09,65+ yr,Cumulative Rate,132.0
2018-19,2019-03-09,Overall,Weekly Rate,5.2
2018-19,2019-03-09,40-49 yr,Cumulative Rate,25.0
2018-19,2019-03-09,75+ yr,Cumulative Rate,185.0
2018-19,2019-03-09,5-17 yr,Weekly Rate,1.3
2018-19,2019-03-09,40-49 yr,Weekly Rate,2.4
2018-19,2019-03-09,Adults,Cumulative Rate,48.0
2018-19,2019-03-09,1-4 yr,Cumulative Rate,44.0
2018-19,2019-03-09,18-29 yr,Weekly Rate,1.2
2018-19,2019-03-09,75-84 yr,Weekly Rate,23.9
2018-19,2019-03-09,5-17 yr,Cumulative Rate,15.0
2018-19,2019-03-09,50-64 yr,Weekly Rate,6.3
2018-19,2019-03-09,0-<1 yr,Cumulative Rate,100.0
2018-19,2019-03-09,Pediatrics,Cumulative Rate,26.0
2018-19,2019-03-09,18-49 yr,Weekly Rate,1.8
2018-19,2019-03-09,65-74 yr,Weekly Rate,13.6
2018-19,2019-03-09,85+ yr,Cumulative Rate,235.0
2018-19,2019-03-09,5-11 yr,Weekly Rate,1.7
2018-19,2019-03-09,5-11 yr,Cumulative Rate,20.0
2018-19,2019-03-09,65+ yr,Weekly Rate,19.2
2018-19,2019-03-09,0-4 yr,Weekly Rate,4.7
2018-19,2019-03-09,75-84 yr,Cumulative Rate,163.0
2018-19,2019-03-09,30-39 yr,Weekly Rate,2.0
2018-19,2019-03-09,Pediatrics,Weekly Rate,2.2
2018-19,2019-03-09,65-74 yr,Cumulative Rate,96.0
2018-19,2019-03-16,65+ yr,Cumulative Rate,153.0
2018-19,2019-03-16,18-49 yr,Cumulative Rate,20.0
2018-19,2019-03-16,0-<1 yr,Weekly Rate,8.1
2018-19,2019-03-16,5-11 yr,Weekly Rate,1.6
2018-19,2019-03-16,65-74 yr,Weekly Rate,14.0
2018-19,2019-03-16,Pediatrics,Cumulative Rate,28.0
2018-19,2019-03-16,0-4 yr,Cumulative Rate,59.0
2018-19,2019-03-16,30-39 yr,Cumulative Rate,20.0
2018-19,2019-03-16,5-11 yr,Cumulative Rate,22.0
2018-19,2019-03-16,12-17 yr,Weekly Rate,1.0
2018-19,2019-03-16,50-64 yr,Weekly Rate,6.6
2018-19,2019-03-16,18-29 yr,Weekly Rate,1.2
2018-19,2019-03-16,18-29 yr,Cumulative Rate,14.0
2018-19,2019-03-16,Adults,Weekly Rate,6.5
2018-19,2019-03-16,1-4 yr,Weekly Rate,3.4
2018-19,2019-03-16,0-4 yr,Weekly Rate,4.3
2018-19,2019-03-16,65-74 yr,Cumulative Rate,110.0
2018-19,2019-03-16,75+ yr,Weekly Rate,31.6
2018-19,2019-03-16,85+ yr,Weekly Rate,42.3
2018-19,2019-03-16,40-49 yr,Weekly Rate,2.3
2018-19,2019-03-16,30-39 yr,Weekly Rate,1.9
